2025-02-28 11:26:16,315 [INFO] Connecting to serial port COM3.
2025-02-28 11:26:16,316 [ERROR] Serial connection error on COM3: could not open port 'COM3': FileNotFoundError(2, 'El sistema no puede encontrar el archivo especificado.', None, 2)
2025-02-28 11:26:16,316 [ERROR] Failed to connect to serial. Exiting.
2025-02-28 11:26:34,116 [INFO] Connecting to serial port COM3.
2025-02-28 11:26:34,119 [INFO] Connected to serial port COM3 at 9600 bps.
2025-02-28 11:26:37,549 [INFO] Initializing GUI.
2025-02-28 11:26:45,090 [INFO] Connecting to serial port COM3.
2025-02-28 11:26:45,093 [INFO] Connected to serial port COM3 at 9600 bps.
2025-02-28 11:26:45,142 [INFO] Initializing GUI.
2025-02-28 11:41:22,240 [INFO] Connecting to serial port COM3.
2025-02-28 11:41:22,244 [INFO] Connected to serial port COM3 at 9600 bps.
2025-02-28 11:41:22,317 [INFO] Initializing GUI.
2025-02-28 11:41:22,400 [INFO] Widgets created and arranged.
2025-02-28 11:41:22,402 [INFO] GUI initialized.
2025-02-28 11:41:24,646 [INFO] Executing remote command: sshpass -p admin0 ssh dev@192.168.1.96 "python3 /home/dev/Desktop/automata/capture_both_cameras.py"
2025-02-28 11:41:24,691 [ERROR] Capture failed. Error output:
2025-02-28 12:15:18,156 [WARNING] High usage: CPU 2.0%, Memory 91.5%
2025-02-28 12:15:23,174 [INFO] Log: High usage: CPU 3.3%, Memory 92.4%
2025-02-28 12:15:23,175 [WARNING] High usage: CPU 3.3%, Memory 92.4%
2025-02-28 12:15:28,185 [INFO] Log: High usage: CPU 1.8%, Memory 91.7%
2025-02-28 12:15:28,186 [WARNING] High usage: CPU 1.8%, Memory 91.7%
2025-02-28 12:15:33,200 [INFO] Log: High usage: CPU 2.2%, Memory 90.9%
2025-02-28 12:15:33,201 [WARNING] High usage: CPU 2.2%, Memory 90.9%
2025-02-28 12:15:38,212 [INFO] Log: High usage: CPU 5.5%, Memory 92.5%
2025-02-28 12:15:38,213 [WARNING] High usage: CPU 5.5%, Memory 92.5%
2025-02-28 12:15:43,225 [INFO] Log: High usage: CPU 1.8%, Memory 92.5%
2025-02-28 12:15:43,226 [WARNING] High usage: CPU 1.8%, Memory 92.5%
2025-02-28 12:15:48,248 [INFO] Log: High usage: CPU 5.6%, Memory 93.3%
2025-02-28 12:15:48,249 [WARNING] High usage: CPU 5.6%, Memory 93.3%
2025-02-28 12:15:53,260 [INFO] Log: High usage: CPU 1.4%, Memory 92.7%
2025-02-28 12:15:53,261 [WARNING] High usage: CPU 1.4%, Memory 92.7%
2025-02-28 12:15:58,272 [INFO] Log: High usage: CPU 0.6%, Memory 92.4%
2025-02-28 12:15:58,272 [WARNING] High usage: CPU 0.6%, Memory 92.4%
2025-02-28 12:16:03,285 [INFO] Log: High usage: CPU 0.9%, Memory 92.4%
2025-02-28 12:16:03,286 [WARNING] High usage: CPU 0.9%, Memory 92.4%
2025-02-28 12:16:08,302 [INFO] Log: High usage: CPU 1.1%, Memory 92.6%
2025-02-28 12:16:08,303 [WARNING] High usage: CPU 1.1%, Memory 92.6%
2025-02-28 12:16:13,314 [INFO] Log: High usage: CPU 0.5%, Memory 92.5%
2025-02-28 12:16:13,315 [WARNING] High usage: CPU 0.5%, Memory 92.5%
2025-02-28 12:16:18,330 [INFO] Log: High usage: CPU 1.0%, Memory 92.5%
2025-02-28 12:16:18,331 [WARNING] High usage: CPU 1.0%, Memory 92.5%
2025-02-28 12:16:23,344 [INFO] Log: High usage: CPU 0.4%, Memory 92.5%
2025-02-28 12:16:23,345 [WARNING] High usage: CPU 0.4%, Memory 92.5%
2025-02-28 12:16:28,359 [INFO] Log: High usage: CPU 0.4%, Memory 92.4%
2025-02-28 12:16:28,360 [WARNING] High usage: CPU 0.4%, Memory 92.4%
2025-02-28 12:16:33,370 [INFO] Log: High usage: CPU 0.6%, Memory 92.5%
2025-02-28 12:16:33,370 [WARNING] High usage: CPU 0.6%, Memory 92.5%
2025-02-28 12:16:38,388 [INFO] Log: High usage: CPU 0.6%, Memory 92.3%
2025-02-28 12:16:38,389 [WARNING] High usage: CPU 0.6%, Memory 92.3%
2025-02-28 12:16:43,399 [INFO] Log: High usage: CPU 1.8%, Memory 92.8%
2025-02-28 12:16:43,400 [WARNING] High usage: CPU 1.8%, Memory 92.8%
2025-02-28 12:16:48,415 [INFO] Log: High usage: CPU 1.5%, Memory 92.2%
2025-02-28 12:16:48,416 [WARNING] High usage: CPU 1.5%, Memory 92.2%
2025-02-28 12:16:53,430 [INFO] Log: High usage: CPU 0.3%, Memory 91.9%
2025-02-28 12:16:53,431 [WARNING] High usage: CPU 0.3%, Memory 91.9%
2025-02-28 12:16:58,447 [INFO] Log: High usage: CPU 1.4%, Memory 91.7%
2025-02-28 12:16:58,448 [WARNING] High usage: CPU 1.4%, Memory 91.7%
2025-02-28 12:17:03,460 [INFO] Log: High usage: CPU 0.9%, Memory 92.0%
2025-02-28 12:17:03,461 [WARNING] High usage: CPU 0.9%, Memory 92.0%
2025-02-28 12:17:08,477 [INFO] Log: High usage: CPU 0.6%, Memory 92.1%
2025-02-28 12:17:08,477 [WARNING] High usage: CPU 0.6%, Memory 92.1%
2025-02-28 12:17:13,485 [INFO] Log: High usage: CPU 1.5%, Memory 92.3%
2025-02-28 12:17:13,486 [WARNING] High usage: CPU 1.5%, Memory 92.3%
2025-02-28 12:17:18,502 [INFO] Log: High usage: CPU 0.8%, Memory 92.4%
2025-02-28 12:17:18,502 [WARNING] High usage: CPU 0.8%, Memory 92.4%
2025-02-28 12:17:23,511 [INFO] Log: High usage: CPU 0.8%, Memory 92.5%
2025-02-28 12:17:23,512 [WARNING] High usage: CPU 0.8%, Memory 92.5%
2025-02-28 12:17:28,524 [INFO] Log: High usage: CPU 0.8%, Memory 93.8%
2025-02-28 12:17:28,525 [WARNING] High usage: CPU 0.8%, Memory 93.8%
2025-02-28 12:17:33,547 [INFO] Log: High usage: CPU 0.9%, Memory 93.9%
2025-02-28 12:17:33,547 [WARNING] High usage: CPU 0.9%, Memory 93.9%
2025-02-28 12:17:38,566 [INFO] Log: High usage: CPU 1.1%, Memory 93.7%
2025-02-28 12:17:38,567 [WARNING] High usage: CPU 1.1%, Memory 93.7%
2025-02-28 12:17:43,584 [INFO] Log: High usage: CPU 1.1%, Memory 94.0%
2025-02-28 12:17:43,584 [WARNING] High usage: CPU 1.1%, Memory 94.0%
2025-02-28 12:17:48,594 [INFO] Log: High usage: CPU 0.4%, Memory 94.4%
2025-02-28 12:17:48,595 [WARNING] High usage: CPU 0.4%, Memory 94.4%
2025-02-28 12:17:53,611 [INFO] Log: High usage: CPU 0.5%, Memory 94.5%
2025-02-28 12:17:53,611 [WARNING] High usage: CPU 0.5%, Memory 94.5%
2025-02-28 12:17:58,633 [INFO] Log: High usage: CPU 0.9%, Memory 94.5%
2025-02-28 12:17:58,633 [WARNING] High usage: CPU 0.9%, Memory 94.5%
2025-02-28 12:18:03,653 [INFO] Log: High usage: CPU 0.6%, Memory 94.5%
2025-02-28 12:18:03,654 [WARNING] High usage: CPU 0.6%, Memory 94.5%
2025-02-28 12:18:08,671 [INFO] Log: High usage: CPU 1.7%, Memory 87.8%
2025-02-28 12:18:08,672 [WARNING] High usage: CPU 1.7%, Memory 87.8%
2025-02-28 12:18:13,684 [INFO] Log: High usage: CPU 1.0%, Memory 87.7%
2025-02-28 12:18:13,684 [WARNING] High usage: CPU 1.0%, Memory 87.7%
2025-02-28 12:18:18,707 [INFO] Log: High usage: CPU 0.3%, Memory 88.0%
2025-02-28 12:18:18,708 [WARNING] High usage: CPU 0.3%, Memory 88.0%
2025-02-28 12:18:23,728 [INFO] Log: High usage: CPU 0.2%, Memory 87.5%
2025-02-28 12:18:23,729 [WARNING] High usage: CPU 0.2%, Memory 87.5%
2025-02-28 12:18:28,744 [INFO] Log: High usage: CPU 0.6%, Memory 87.5%
2025-02-28 12:18:28,744 [WARNING] High usage: CPU 0.6%, Memory 87.5%
2025-02-28 12:18:33,758 [INFO] Log: High usage: CPU 0.8%, Memory 87.7%
2025-02-28 12:18:33,759 [WARNING] High usage: CPU 0.8%, Memory 87.7%
2025-02-28 12:18:38,774 [INFO] Log: High usage: CPU 0.7%, Memory 87.7%
2025-02-28 12:18:38,775 [WARNING] High usage: CPU 0.7%, Memory 87.7%
2025-02-28 12:18:43,792 [INFO] Log: High usage: CPU 0.6%, Memory 87.7%
2025-02-28 12:18:43,793 [WARNING] High usage: CPU 0.6%, Memory 87.7%
2025-02-28 12:18:48,809 [INFO] Log: High usage: CPU 0.8%, Memory 87.7%
2025-02-28 12:18:48,810 [WARNING] High usage: CPU 0.8%, Memory 87.7%
2025-02-28 12:18:53,817 [INFO] Log: High usage: CPU 0.4%, Memory 87.2%
2025-02-28 12:18:53,818 [WARNING] High usage: CPU 0.4%, Memory 87.2%
2025-02-28 12:18:58,839 [INFO] Log: High usage: CPU 0.9%, Memory 87.2%
2025-02-28 12:18:58,840 [WARNING] High usage: CPU 0.9%, Memory 87.2%
2025-02-28 12:19:03,849 [INFO] Log: High usage: CPU 0.3%, Memory 87.2%
2025-02-28 12:19:03,850 [WARNING] High usage: CPU 0.3%, Memory 87.2%
2025-02-28 12:19:08,859 [INFO] Log: High usage: CPU 0.7%, Memory 87.2%
2025-02-28 12:19:08,859 [WARNING] High usage: CPU 0.7%, Memory 87.2%
2025-02-28 12:19:13,870 [INFO] Log: High usage: CPU 0.4%, Memory 87.2%
2025-02-28 12:19:13,871 [WARNING] High usage: CPU 0.4%, Memory 87.2%
2025-02-28 12:19:18,891 [INFO] Log: High usage: CPU 0.7%, Memory 87.2%
2025-02-28 12:19:18,891 [WARNING] High usage: CPU 0.7%, Memory 87.2%
2025-02-28 12:19:23,913 [INFO] Log: High usage: CPU 0.8%, Memory 87.2%
2025-02-28 12:19:23,914 [WARNING] High usage: CPU 0.8%, Memory 87.2%
2025-02-28 12:19:28,936 [INFO] Log: High usage: CPU 0.8%, Memory 87.2%
2025-02-28 12:19:28,937 [WARNING] High usage: CPU 0.8%, Memory 87.2%
2025-02-28 12:19:33,955 [INFO] Log: High usage: CPU 0.5%, Memory 87.2%
2025-02-28 12:19:33,956 [WARNING] High usage: CPU 0.5%, Memory 87.2%
2025-02-28 12:19:38,973 [INFO] Log: High usage: CPU 0.6%, Memory 87.2%
2025-02-28 12:19:38,974 [WARNING] High usage: CPU 0.6%, Memory 87.2%
2025-02-28 12:19:43,988 [INFO] Log: High usage: CPU 0.9%, Memory 87.2%
2025-02-28 12:19:43,989 [WARNING] High usage: CPU 0.9%, Memory 87.2%
2025-02-28 12:19:48,996 [INFO] Log: High usage: CPU 1.3%, Memory 87.3%
2025-02-28 12:19:48,997 [WARNING] High usage: CPU 1.3%, Memory 87.3%
2025-02-28 12:19:54,008 [INFO] Log: High usage: CPU 0.4%, Memory 87.5%
2025-02-28 12:19:54,009 [WARNING] High usage: CPU 0.4%, Memory 87.5%
2025-02-28 12:19:59,034 [INFO] Log: High usage: CPU 0.8%, Memory 87.3%
2025-02-28 12:19:59,034 [WARNING] High usage: CPU 0.8%, Memory 87.3%
2025-02-28 12:20:04,051 [INFO] Log: High usage: CPU 0.8%, Memory 87.4%
2025-02-28 12:20:04,052 [WARNING] High usage: CPU 0.8%, Memory 87.4%
2025-02-28 12:20:09,067 [INFO] Log: High usage: CPU 0.8%, Memory 87.3%
2025-02-28 12:20:09,068 [WARNING] High usage: CPU 0.8%, Memory 87.3%
2025-02-28 12:20:14,090 [INFO] Log: High usage: CPU 1.1%, Memory 87.4%
2025-02-28 12:20:14,091 [WARNING] High usage: CPU 1.1%, Memory 87.4%
2025-02-28 12:20:19,113 [INFO] Log: High usage: CPU 0.6%, Memory 87.5%
2025-02-28 12:20:19,114 [WARNING] High usage: CPU 0.6%, Memory 87.5%
2025-02-28 12:20:24,126 [INFO] Log: High usage: CPU 0.7%, Memory 87.4%
2025-02-28 12:20:24,126 [WARNING] High usage: CPU 0.7%, Memory 87.4%
2025-02-28 12:20:29,145 [INFO] Log: High usage: CPU 0.5%, Memory 87.4%
2025-02-28 12:20:29,146 [WARNING] High usage: CPU 0.5%, Memory 87.4%
2025-02-28 12:20:34,164 [INFO] Log: High usage: CPU 0.6%, Memory 87.3%
2025-02-28 12:20:34,164 [WARNING] High usage: CPU 0.6%, Memory 87.3%
2025-02-28 12:20:39,188 [INFO] Log: High usage: CPU 0.7%, Memory 87.4%
2025-02-28 12:20:39,189 [WARNING] High usage: CPU 0.7%, Memory 87.4%
2025-02-28 12:20:44,202 [INFO] Log: High usage: CPU 0.6%, Memory 87.2%
2025-02-28 12:20:44,203 [WARNING] High usage: CPU 0.6%, Memory 87.2%
2025-02-28 12:20:49,226 [INFO] Log: High usage: CPU 1.1%, Memory 87.8%
2025-02-28 12:20:49,226 [WARNING] High usage: CPU 1.1%, Memory 87.8%
2025-02-28 12:20:54,237 [INFO] Log: High usage: CPU 0.5%, Memory 87.8%
2025-02-28 12:20:54,238 [WARNING] High usage: CPU 0.5%, Memory 87.8%
2025-02-28 12:20:59,259 [INFO] Log: High usage: CPU 0.6%, Memory 87.8%
2025-02-28 12:20:59,260 [WARNING] High usage: CPU 0.6%, Memory 87.8%
2025-02-28 12:21:04,274 [INFO] Log: High usage: CPU 3.4%, Memory 87.0%
2025-02-28 12:21:04,275 [WARNING] High usage: CPU 3.4%, Memory 87.0%
2025-02-28 12:21:09,294 [INFO] Log: High usage: CPU 0.4%, Memory 87.0%
2025-02-28 12:21:09,295 [WARNING] High usage: CPU 0.4%, Memory 87.0%
2025-02-28 12:21:14,306 [INFO] Log: High usage: CPU 0.7%, Memory 87.1%
2025-02-28 12:21:14,306 [WARNING] High usage: CPU 0.7%, Memory 87.1%
2025-02-28 12:21:19,331 [INFO] Log: High usage: CPU 0.3%, Memory 87.1%
2025-02-28 12:21:19,331 [WARNING] High usage: CPU 0.3%, Memory 87.1%
2025-02-28 12:21:24,352 [INFO] Log: High usage: CPU 0.4%, Memory 87.1%
2025-02-28 12:21:24,353 [WARNING] High usage: CPU 0.4%, Memory 87.1%
2025-02-28 12:21:29,368 [INFO] Log: High usage: CPU 0.4%, Memory 87.1%
2025-02-28 12:21:29,369 [WARNING] High usage: CPU 0.4%, Memory 87.1%
2025-02-28 12:21:34,378 [INFO] Log: High usage: CPU 2.3%, Memory 87.9%
2025-02-28 12:21:34,379 [WARNING] High usage: CPU 2.3%, Memory 87.9%
2025-02-28 12:21:39,397 [INFO] Log: High usage: CPU 1.2%, Memory 88.2%
2025-02-28 12:21:39,398 [WARNING] High usage: CPU 1.2%, Memory 88.2%
2025-02-28 12:21:44,405 [INFO] Log: High usage: CPU 1.0%, Memory 88.1%
2025-02-28 12:21:44,406 [WARNING] High usage: CPU 1.0%, Memory 88.1%
2025-02-28 12:21:49,418 [INFO] Log: High usage: CPU 1.0%, Memory 88.0%
2025-02-28 12:21:49,419 [WARNING] High usage: CPU 1.0%, Memory 88.0%
2025-02-28 12:21:54,462 [INFO] Log: High usage: CPU 6.6%, Memory 89.8%
2025-02-28 12:21:54,463 [WARNING] High usage: CPU 6.6%, Memory 89.8%
2025-02-28 12:21:59,477 [INFO] Log: High usage: CPU 3.4%, Memory 85.8%
2025-02-28 12:21:59,478 [WARNING] High usage: CPU 3.4%, Memory 85.8%
2025-02-28 12:22:04,496 [INFO] Log: High usage: CPU 2.0%, Memory 85.8%
2025-02-28 12:22:04,497 [WARNING] High usage: CPU 2.0%, Memory 85.8%
2025-02-28 12:22:09,516 [INFO] Log: High usage: CPU 2.0%, Memory 85.6%
2025-02-28 12:22:09,517 [WARNING] High usage: CPU 2.0%, Memory 85.6%
2025-02-28 12:22:14,530 [INFO] Log: High usage: CPU 1.0%, Memory 85.6%
2025-02-28 12:22:14,531 [WARNING] High usage: CPU 1.0%, Memory 85.6%
2025-02-28 12:22:19,546 [INFO] Log: High usage: CPU 1.0%, Memory 85.6%
2025-02-28 12:22:19,547 [WARNING] High usage: CPU 1.0%, Memory 85.6%
2025-02-28 12:22:24,563 [INFO] Log: High usage: CPU 0.8%, Memory 85.6%
2025-02-28 12:22:24,564 [WARNING] High usage: CPU 0.8%, Memory 85.6%
2025-02-28 12:22:29,575 [INFO] Log: High usage: CPU 0.5%, Memory 85.8%
2025-02-28 12:22:29,576 [WARNING] High usage: CPU 0.5%, Memory 85.8%
2025-02-28 12:22:34,600 [INFO] Log: High usage: CPU 0.2%, Memory 85.5%
2025-02-28 12:22:34,601 [WARNING] High usage: CPU 0.2%, Memory 85.5%
2025-02-28 12:22:39,615 [INFO] Log: High usage: CPU 0.4%, Memory 85.2%
2025-02-28 12:22:39,616 [WARNING] High usage: CPU 0.4%, Memory 85.2%
2025-02-28 12:22:44,627 [INFO] Log: High usage: CPU 0.9%, Memory 85.3%
2025-02-28 12:22:44,628 [WARNING] High usage: CPU 0.9%, Memory 85.3%
2025-02-28 12:22:49,637 [INFO] Log: High usage: CPU 0.7%, Memory 85.7%
2025-02-28 12:22:49,638 [WARNING] High usage: CPU 0.7%, Memory 85.7%
2025-02-28 12:22:54,658 [INFO] Log: High usage: CPU 0.5%, Memory 85.6%
2025-02-28 12:22:54,658 [WARNING] High usage: CPU 0.5%, Memory 85.6%
2025-02-28 12:22:59,668 [INFO] Log: High usage: CPU 0.8%, Memory 85.5%
2025-02-28 12:22:59,669 [WARNING] High usage: CPU 0.8%, Memory 85.5%
2025-02-28 12:23:04,690 [INFO] Log: High usage: CPU 0.9%, Memory 85.3%
2025-02-28 12:23:04,691 [WARNING] High usage: CPU 0.9%, Memory 85.3%
2025-02-28 12:23:09,712 [INFO] Log: High usage: CPU 1.3%, Memory 82.9%
2025-02-28 12:23:09,713 [WARNING] High usage: CPU 1.3%, Memory 82.9%
2025-02-28 12:23:14,735 [INFO] Log: High usage: CPU 0.7%, Memory 82.9%
2025-02-28 12:23:14,736 [WARNING] High usage: CPU 0.7%, Memory 82.9%
2025-02-28 12:23:19,759 [INFO] Log: High usage: CPU 0.5%, Memory 82.9%
2025-02-28 12:23:19,759 [WARNING] High usage: CPU 0.5%, Memory 82.9%
2025-02-28 12:23:24,767 [INFO] Log: High usage: CPU 0.6%, Memory 82.8%
2025-02-28 12:23:24,768 [WARNING] High usage: CPU 0.6%, Memory 82.8%
2025-02-28 12:23:29,780 [INFO] Log: High usage: CPU 0.5%, Memory 82.8%
2025-02-28 12:23:29,781 [WARNING] High usage: CPU 0.5%, Memory 82.8%
2025-02-28 12:23:34,792 [INFO] Log: High usage: CPU 0.6%, Memory 82.8%
2025-02-28 12:23:34,793 [WARNING] High usage: CPU 0.6%, Memory 82.8%
2025-02-28 12:23:39,807 [INFO] Log: High usage: CPU 0.6%, Memory 82.8%
2025-02-28 12:23:39,807 [WARNING] High usage: CPU 0.6%, Memory 82.8%
2025-02-28 12:23:44,825 [INFO] Log: High usage: CPU 0.2%, Memory 82.8%
2025-02-28 12:23:44,826 [WARNING] High usage: CPU 0.2%, Memory 82.8%
2025-02-28 12:23:49,836 [INFO] Log: High usage: CPU 0.5%, Memory 82.5%
2025-02-28 12:23:49,837 [WARNING] High usage: CPU 0.5%, Memory 82.5%
2025-02-28 12:23:54,845 [INFO] Log: High usage: CPU 0.7%, Memory 82.7%
2025-02-28 12:23:54,846 [WARNING] High usage: CPU 0.7%, Memory 82.7%
2025-02-28 12:23:59,869 [INFO] Log: High usage: CPU 0.8%, Memory 82.5%
2025-02-28 12:23:59,870 [WARNING] High usage: CPU 0.8%, Memory 82.5%
2025-02-28 12:24:04,891 [INFO] Log: High usage: CPU 0.4%, Memory 82.6%
2025-02-28 12:24:04,892 [WARNING] High usage: CPU 0.4%, Memory 82.6%
2025-02-28 12:24:09,903 [INFO] Log: High usage: CPU 1.1%, Memory 82.6%
2025-02-28 12:24:09,904 [WARNING] High usage: CPU 1.1%, Memory 82.6%
2025-02-28 12:24:14,924 [INFO] Log: High usage: CPU 0.6%, Memory 82.6%
2025-02-28 12:24:14,925 [WARNING] High usage: CPU 0.6%, Memory 82.6%
2025-02-28 12:24:19,938 [INFO] Log: High usage: CPU 0.5%, Memory 82.6%
2025-02-28 12:24:19,938 [WARNING] High usage: CPU 0.5%, Memory 82.6%
2025-02-28 12:24:24,961 [INFO] Log: High usage: CPU 0.8%, Memory 82.6%
2025-02-28 12:24:24,962 [WARNING] High usage: CPU 0.8%, Memory 82.6%
2025-02-28 12:24:29,974 [INFO] Log: High usage: CPU 0.6%, Memory 82.8%
2025-02-28 12:24:29,975 [WARNING] High usage: CPU 0.6%, Memory 82.8%
2025-02-28 12:24:34,998 [INFO] Log: High usage: CPU 0.5%, Memory 82.6%
2025-02-28 12:24:34,998 [WARNING] High usage: CPU 0.5%, Memory 82.6%
2025-02-28 12:24:40,022 [INFO] Log: High usage: CPU 0.7%, Memory 82.6%
2025-02-28 12:24:40,022 [WARNING] High usage: CPU 0.7%, Memory 82.6%
2025-02-28 12:24:45,030 [INFO] Log: High usage: CPU 1.9%, Memory 83.0%
2025-02-28 12:24:45,031 [WARNING] High usage: CPU 1.9%, Memory 83.0%
2025-02-28 12:24:47,266 [INFO] Serial port COM3 closed.
2025-02-28 12:24:47,267 [INFO] Application closed by user.
2025-02-28 12:24:47,362 [INFO] Application closed successfully.
